http://lg.ix.net.ua
BGP router identifier 195.35.65.1, local AS number 15645
BGP table version is 93442649, main routing table version 93442649
75890 network entries using 18820720 bytes of memory
114962 path entries using 13795440 bytes of memory
46930/19800 BGP path/bestpath attribute entries using 11263200 bytes of memory
18064 BGP AS-PATH entries using 917296 bytes of memory
2 BGP ATTR_SET entries using 80 bytes of memory
1626 BGP community entries using 90054 bytes of memory
23 BGP extended community entries using 800 bytes of memory
101 BGP route-map cache entries using 6464 bytes of memory
0 BGP filter-list cache entries using 0 bytes of memory
BGP using 44893974 total bytes of memory
16408 received paths for inbound soft reconfiguration
BGP activity 10174181/10098025 prefixes, 60516035/60400689 paths, scan interval 60 secs

Neighbor        V           AS MsgRcvd MsgSent   TblVer  InQ OutQ Up/Down  State/PfxRcd
185.1.50.93     4        41710  149051 2280691 93447678    0    0 6w5d           16
185.1.50.94     4        34265   80131 2237558 93447678    0    0 6w6d            9
185.1.50.95     4        28858  190695 2281079 93447678    0    0 6w5d           11
185.1.50.96     4        34867  186315 2514242 93447678    0    0 7w2d           51
185.1.50.97     4        43409   93992 2402966 93447678    0    0 7w2d            3
185.1.50.98     4        50401  101931  843175 93447678    0    0 2w5d            3
185.1.50.99     4        48278  858037 10826894 93447678    0    0 38w0d          25
185.1.50.100    4        59536   83394 2365612 93447678    0    0 7w2d           13
185.1.50.101    4        25385  164428 2504689 93447678    0    0 7w2d            7
185.1.50.102    4        48239   36414  999787 93447678    0    0 3w2d           15
185.1.50.103    4        42352   31236  940687 93447678    0    0 2w6d           17
185.1.50.104    4        48229  457952 10026714 93447678    0    0 38w0d           5
185.1.50.105    4        39399   31228  844257 93447678    0    0 2w5d           20
185.1.50.106    4        44600    5951   54492 93447678    0    0 1d14h          65
185.1.50.107    4        41360       0       0        1    0    0 37w5d    Idle (Admin)
185.1.50.108    4        42546  151617 2373463 93447678    0    0 6w5d            7
185.1.50.109    4        15377  919196 10901366 93447678    0    0 38w0d          39
185.1.50.110    4        48683    7434   79349 93447678    0    0 2d08h           3
185.1.50.111    4        12700   31462  509390 93447678    0    0 1w3d            6
185.1.50.112    4        42088  136735 4175930 93447678    0    0 13w4d           1
185.1.50.113    4        30779    4719   96870 93447678    0    0 3d05h           4
185.1.50.114    4        39431       0       0        1    0    0 4w5d     Idle (Admin)
185.1.50.115    4        34792  271426 7784811 93447678    0    0 27w0d           2
185.1.50.116    4        61297    4630   89585 93447678    0    0 2d20h          20
185.1.50.117    4        50499  111941 3577307 93447678    0    0 10w6d           3
185.1.50.118    4        31272  412017 2475722 93447678    0    0 6w5d           37
185.1.50.119    4        42331  156198 2373064 93447678    0    0 6w5d           24
185.1.50.120    4        41820    7369   72483 93447678    0    0 2d05h          40
185.1.50.121    4        43022       0       0        1    0    0 45w5d    Idle (Admin)
185.1.50.122    4        43554  141441 1921865 93447678    0    0 5w3d           69
185.1.50.125    4        29107   28851  292674 93447678    0    0 1w1d           46
185.1.50.126    4        20516  536479  622333 93447678    0    0 2w0d            8
185.1.50.128    4        48385  133199 3982493 93447678    0    0 12w6d           5
185.1.50.129    4        34743   35926  936260 93447678    0    0 3w0d            0
185.1.50.130    4        50949       0       0        1    0    0 never    Active
185.1.50.131    4        48964  147133 3808140 93447678    0    0 11w6d          66
185.1.50.132    4        35352  127490 3575811 93447678    0    0 10w5d           8
185.1.50.133    4        50864 1447043 7071947 93447678    0    0 24w3d           9
185.1.50.134    4        28761       0       0        1    0    0 1y21w    Active
185.1.50.136    4        34700   76491 2243628 93447678    0    0 6w5d           60
185.1.50.137    4        25133   92038 1062435 93447678    0    0 3w2d           87
185.1.50.138    4        47145       0       0        1    0    0 never    Active
185.1.50.139    4        12998  153731 2281363 93447678    0    0 6w5d           15
185.1.50.141    4        42458   86222 1389632 93447678    0    0 3w6d            1
185.1.50.143    4       197520   45696 1290601 93447678    0    0 3w6d            3
185.1.50.144    4        42510  123013 1911277 93447678    0    0 5w3d            8
185.1.50.145    4        49461  691491 9554104 93447678    0    0 31w3d          13
185.1.50.146    4         6768  465776 2373454 93447678    0    0 6w5d          798
185.1.50.147    4         6712  175201 2373641 93447678    0    0 6w5d          114
185.1.50.148    4         8343  261475 7253163 93447678    0    0 24w6d          71
185.1.50.149    4        31725  162283 2601544 93447678    0    0 7w2d            8
185.1.50.150    4        31343  315089 2426108 93447678    0    0 6w5d           11
185.1.50.151    4        20516       0       0        1    0    0 never    Active
185.1.50.152    4        59497   73706 1092446 93447678    0    0 3w2d           24
185.1.50.153    4        12578   73060  757246 93447678    0    0 2w2d          664
185.1.50.154    4       199450  126368 3675687 93447678    0    0 10w6d           2
185.1.50.155    4        49223  876998 10900183 93447678    0    0 38w0d          24
185.1.50.156    4        39928  311219 1671360 93447678    0    0 4w3d            3
185.1.50.158    4        28917 1153881 2373079 93447678    0    0 6w5d         3066
185.1.50.159    4        60173   75927 2152687 93447678    0    0 6w5d            1
185.1.50.160    4       198227  133395 2055336 93447678    0    0 6w0d            4
185.1.50.161    4        12662  162038 2504667 93447678    0    0 7w2d            1
185.1.50.162    4       200000  149626 2373283 93447678    0    0 6w5d           16
185.1.50.163    4        50581  201793 2461802 93447678    0    0 7w2d          409
185.1.50.164    4        49183  474803 6355224 93447678    0    0 20w5d          34
185.1.50.165    4        35213  157490 2280970 93447678    0    0 6w5d           34
185.1.50.166    4        15169  817707 8659199 93447678    0    0 28w2d         153
185.1.50.167    4        43668  113809 1191052 93447678    0    0 3w4d          176
185.1.50.168    4        42126       0       0        1    0    0 1y8w     Active
185.1.50.169    4        62206  176753 2372915 93447678    0    0 6w5d          124
185.1.50.170    4        51273   44473 1464881 93447678    0    0 4w2d            1
185.1.50.171    4        43139       0       0        1    0    0 46w6d    Active
185.1.50.172    4        49029   20669  237587 93447678    0    0 6d16h           4
185.1.50.173    4        34312  116072  620676 93447678    0    0 1w5d            5
185.1.50.174    4        42504   71284  309506 93447678    0    0 1w0d            4
185.1.50.175    4        43658    9362  200189 93447678    0    0 5d20h           5
185.1.50.178    4        57463 1055223 1454831 93447678    0    0 4w2d         4543
185.1.50.179    4        60953  169849 4878054 93447678    0    0 16w4d           4
185.1.50.180    4        29074   74392 2367217 93447678    0    0 7w2d            7
185.1.50.181    4        50204    7630   80120 93447678    0    0 2d09h           8
185.1.50.182    4        43418 1854828 2367739 93447678    0    0 7w2d           25
185.1.50.184    4        28773  152671 2373682 93447678    0    0 6w5d           17
185.1.50.185    4        56835  443883 10943004 93447678    0    0 43w5d           3
185.1.50.187    4       196645    2189   33478 93447678    0    0 16:36:22       19
185.1.50.189    4        57864    9431  214596 93447678    0    0 6d09h          22
185.1.50.190    4        50581  202658 2366027 93447678    0    0 7w2d          409
185.1.50.191    4        41096   44313 1465832 93447678    0    0 4w2d           37
185.1.50.192    4       196777       0       0        1    0    0 never    Active
185.1.50.194    4        43110    8580   77517 93447678    0    0 2d07h         104
185.1.50.195    4        44416   39500 1059956 93447678    0    0 3w2d           14
185.1.50.196    4        50643   33943  214626 93447678    0    0 6d09h          22
185.1.50.197    4       200582   76601 1139776 93447678    0    0 3w3d            1
185.1.50.198    4        50643   37320  214616 93447678    0    0 6d09h          22
185.1.50.199    4        59497   73039 1092054 93447678    0    0 3w2d           16
185.1.50.200    4        34214  150140 2373508 93447678    0    0 6w5d            1
185.1.50.201    4        20940  146247 2373346 93447678    0    0 6w5d            2
185.1.50.202    4        49588   20286  230882 93447678    0    0 6d09h          11
185.1.50.203    4        13188  164416 4495737 93447678    0    0 14w5d         308
185.1.50.204    4       199995   82281 1070619 93447678    0    0 3w1d           64
185.1.50.205    4        56972       0       0        1    0    0 38w5d    Idle (Admin)
185.1.50.206    4        13188   86762 2243575 93447678    0    0 6w5d          556
185.1.50.207    4         6939 2860682  335132 93447678    0    0 3w1d        57188
185.1.50.208    4       201872  449669 10416631 93447678    0    0 39w5d          11
185.1.50.209    4        39928  311418 1674142 93447678    0    0 4w3d            3
185.1.50.210    4        21488       0       0        1    0    0 never    Active
185.1.50.211    4        48229  454669 10131020 93447678    0    0 37w5d           5
185.1.50.212    4        34265   78889 2333387 93447678    0    0 6w6d           11
185.1.50.214    4         3255 2507586 9403058 93447678    0    0 31w1d        1176
185.1.50.215    4        35297  187461 2852752 93447678    0    0 7w6d          346
185.1.50.216    4        48229       0       0        1    0    0 never    Active
185.1.50.217    4        52180    9373  214624 93447678    0    0 6d09h           7
185.1.50.218    4        34867  193269 2601533 93447678    0    0 7w2d           64
185.1.50.219    4         6702   19207  524277 93447678    0    0 1w4d           29
185.1.50.220    4        41710   36630  556037 93447678    0    0 1w4d            2
185.1.50.221    4        25229  162359 2246148 93447678    0    0 6w5d          304
185.1.50.222    4         8856       0       0        1    0    0 1y6w     Idle
185.1.50.223    4         8788  155630 2290150 93447678    0    0 6w5d           21
185.1.50.224    4        25386  486764 6389358 93447678    0    0 20w5d          29
185.1.50.225    4        21219  586873 2280959 93447678    0    0 6w5d          708
185.1.50.226    4        44600   69073  932374 93447678    0    0 2w4d           69
185.1.50.227    4         6849  633560 2281046 93447678    0    0 6w5d           82
185.1.50.228    4        12963    7902   96591 93447678    0    0 3d05h          99
185.1.50.229    4        31148   69690  481173 93447678    0    0 1w3d          627
185.1.50.230    4        28907  159843 2312586 93447678    0    0 6w5d           31
185.1.50.232    4         3261       0       0        1    0    0 1y2w     Idle
185.1.50.234    4         3326   63706  101291 93447678    0    0 3d01h        1963
185.1.50.235    4        50130       0       0        1    0    0 never    Active
185.1.50.237    4        29632 5398919 79289791 93447678    0    0 1y20w         283
185.1.50.238    4        34251  372881 9495303 93447678    0    0 34w2d          58
185.1.50.242    4        24962       0       0        1    0    0 never    Active
185.1.50.243    4        43139   91846 2152817 93447678    0    0 6w5d           32
185.1.50.246    4         8674  198698 5596930 93447678    0    0 19w2d           5
185.1.50.248    4        30128       0       0        1    0    0 26w3d    Active
185.1.50.249    4         8674  198698 5596922 93447678    0    0 19w2d           5
185.1.50.250    4        30128       0       0        1    0    0 26w3d    Active
185.1.50.253    4        15645       0       0        1    0    0 never    Active
185.1.51.1      4        48650       0       0        1    0    0 6w0d     Active
185.1.51.2      4        25386  107556 1602152 93447678    0    0 4w4d           29
185.1.51.3      4         8856   72346 1073785 93447678    0    0 3w1d            7
185.1.51.4      4        43332  592843 2463631 93447678    0    0 7w2d            3
185.1.51.5      4        60777   21108  562920 93447678    0    0 1w5d            3
185.1.51.6      4        35562   66170 2178620 93447678    0    0 6w3d            4
185.1.51.7      4        59636  294883 7730260 93447678    0    0 26w3d           1
185.1.51.8      4        28907   76165 1012567 93447678    0    0 3w1d           31
185.1.51.10     4        25526   83061 2375161 93447678    0    0 7w2d            3
185.1.51.11     4        34743  162369 4257850 93447678    0    0 13w6d           6
185.1.51.12     4        35004   18902  214250 93447678    0    0 5d19h           9
185.1.51.13     4        58309  100391 1537084 93447678    0    0 4w4d            0
185.1.51.14     4        42512   86352 2365888 93447678    0    0 7w2d            5
185.1.51.15     4        49038   41598 1301159 93447678    0    0 4w0d            1
185.1.51.16     4        59497       0       0        1    0    0 3w3d     Active
185.1.51.17     4        50856  177447 4578645 93447678    0    0 15w5d           4
185.1.51.18     4        59492   75627 1195120 93447678    0    0 3w3d            3
185.1.51.19     4        51069    3937   82033 93447678    0    0 2d16h           5
185.1.51.20     4        49824  107656 1554470 93447678    0    0 4w5d           17
185.1.51.21     4       196924   67817 2145013 93447678    0    0 6w4d            2
185.1.51.22     4        48919  337421 4915682 93447678    0    0 15w3d          20
185.1.51.23     4        51500    6317  165950 93447678    0    0 4d08h           1
185.1.51.24     4        51500    6374  165945 93447678    0    0 4d08h           2
185.1.51.25     4        51500    6324  165997 93447678    0    0 4d08h           1
185.1.51.26     4        29102   14043  106317 93447678    0    0 3d05h           1
185.1.51.27     4        31148  261689 2281039 93447678    0    0 6w5d          612
185.1.51.28     4       204384   77001 1195042 93447678    0    0 3w3d            1
185.1.51.29     4        62206  123321 1642657 93447678    0    0 4w5d          124
185.1.51.166    4        15169  208071 2373983 93447678    0    0 6w5d          153
185.1.51.253    4        15645       0       0        1    0    0 11w6d    Active
