http://rs2.swissix.ch/cgi-bin/bgplg
Neighbor                   AS    MsgRcvd    MsgSent  OutQ Up/Down  State/PrfRcvd
91.206.52.199          198249      15786      77666     0 3d15h41m      4/12000
2001:7f8:24::85         39063      15786      72133     0 3d15h41m      1/600
2001:7f8:24::57         42909      15784      72134     0 3d15h41m      2/600
2001:7f8:24::b4         64463      15745      72133     0 3d15h41m      2/600
91.206.52.24             3856      15786      77658     0 3d15h41m      1/12000
91.206.52.132           30786      15724      77658     0 3d15h41m      1/12000
91.206.52.194           51768      15788      77658     0 3d15h41m      1/12000
91.206.52.104           42085      15786      77647     0 3d15h41m      1/12000
91.206.52.180           64463      15745      77657     0 3d15h41m      3/12000
2001:7f8:24::18          3856      15786      72135     0 3d15h41m      1/600
2001:7f8:24::88         43284      15711      72132     0 3d15h41m      3/600
91.206.52.68            12307      15805     128954     0 2d22h14m      2/12000
2001:7f8:24::44         12307      15805     117861     0 2d22h14m      2/600
91.206.52.148           57118      15809      77659     0 3d15h41m      4/12000
91.206.52.101           57118      15800      77657     0 3d15h41m      8/12000
2001:7f8:24::94         57118      15806      72131     0 3d15h41m      4/600
2001:7f8:24::65         57118      15800      72132     0 3d15h41m      8/600
91.206.52.90            59414      15803      77661     0 3d15h41m     12/12000
2001:7f8:24::5a         59414      15802      72135     0 3d15h41m      5/600
91.206.52.150           34288      17161      77662     0 3d15h41m      7/12000
2001:7f8:24::21         24889      17245      72134     0 3d15h41m      3/600
91.206.52.159            6507      15712      77660     0 3d15h41m      7/12000
2001:7f8:24::f          15623      17526      72136     0 3d15h41m     12/600
91.206.52.15            15623      17527      77648     0 3d15h41m     54/12000
91.206.52.109          198385      16346      77653     0 3d15h41m     18/12000
91.206.52.183           29668      15787      77663     0 3d15h41m      3/12000
2001:7f8:24::da        199811      18038      72138     0 3d15h41m      1/600
2001:7f8:24::83         25581      18438      72139     0 3d15h41m      1/600
91.206.52.216          202032      18026      90404     0 3d01h10m      1/12000
91.206.52.135          198288      18036      77661     0 3d15h41m      5/12000
2001:7f8:24::d8        202032      18056      83587     0 3d01h10m      1/600
2001:7f8:24::41         51395      17261      72122     0 3d15h41m     27/600
91.206.52.51            12553      18044      77661     0 3d15h41m      1/12000
2001:7f8:24::78         42760      18048      72139     0 3d15h41m      1/600
91.206.52.27            31662      17434      77656     0 3d15h41m     12/12000
2001:7f8:24::3d         12041      16820      72151     0 3d15h41m    139/600
91.206.52.66            20893      15789      77661     0 3d15h41m      1/12000
2001:7f8:24::1b         31662      17429      72140     0 3d15h41m      3/600
2001:7f8:24::62         59761      18029      72139     0 3d15h41m      1/600
91.206.52.84            20932      15800      77651     0 3d15h41m     19/12000
2001:7f8:24::87        198288      18023      72139     0 3d15h41m      3/600
91.206.52.57            51184      18000      77663     0 3d15h41m      9/12000
91.206.52.161          204631      18030      77663     0 3d15h41m      3/12000
91.206.52.212          204178      18045      77664     0 3d15h41m      1/12000
91.206.52.8             20634      17512      77664     0 3d15h41m     15/12000
91.206.52.91            41913      17526      77661     0 3d15h41m     24/12000
2001:7f8:24::bd         35054      17053      72141     0 3d15h41m      1/600
2001:7f8:24::6c        197964      18488      72157     0 3d15h41m      2/600
91.206.52.58            29075      18334      77444     0 3d15h41m    384/12000
91.206.52.131           25581      18465      77665     0 3d15h41m      3/12000
2001:7f8:24::9d         20984      17112      72143     0 3d15h41m      1/600
2001:7f8:24::34        206492      33209      84693     0 3d15h41m      1/600
91.206.52.33            24889      17245      77659     0 3d15h41m     10/12000
2001:7f8:24::8          20634      17511      72142     0 3d15h41m      4/600
91.206.52.120           42760      18042      77664     0 3d15h41m      5/12000
2001:7f8:24::96         34288      17161      72142     0 3d15h41m      2/600
91.206.52.117           25091      17268      77580     0 3d15h41m    115/12000
2001:7f8:24::6d        198385      15590      72138     0 3d15h41m      7/600
91.206.52.157           20984      17046      77674     0 3d15h41m      2/12000
2001:7f8:24::5b         41913      17706      72142     0 3d15h41m      6/600
2001:7f8:24::39         51184      18017      72169     0 3d15h41m      5/600
2001:7f8:24::2b         35223      15455      72205     0 3d15h41m      1/600
91.206.52.141           59891      17973      77685     0 3d15h41m      9/12000
91.206.52.179           49983      33144      92166     0 3d15h41m      4/12000
2001:7f8:24::2d        198738      17033      72299     0 3d15h41m      1/600
2001:7f8:24::7f         20612      17052      72252     0 3d15h41m      2/600
2001:7f8:24::82         58299      18018      72311     0 3d15h41m      3/600
91.206.52.31            48461      15789      77727     0 3d15h41m      5/12000
2001:7f8:24::c5         51873      15788      72320     0 3d15h41m      2/600
2001:7f8:24::63          5385      15793      72238     0 3d15h41m      5/600
91.206.52.108          197964      18488      77742     0 3d15h41m      2/12000
91.206.52.209           29545      18056      77491     0 3d15h41m     14/12000
91.206.52.163            8453      17057      77764     0 3d15h41m      2/12000
91.206.52.181            7713      16059      77696     0 3d15h41m   2273/12000
91.206.52.39            47176      17057      77579     0 3d15h41m     31/12000
2001:7f8:24::91         61174      15786      72335     0 3d15h41m      1/600
91.206.52.81            15398      15788      77783     0 3d15h41m      1/12000
2001:7f8:24::9e         41549      15795      72350     0 3d15h41m      4/600
2001:7f8:24::26         59890      17129      72269     0 3d15h41m      1/600
91.206.52.38            59890      17047      77539     0 3d15h41m      5/12000
91.206.52.54            34554      20556      77797     0 3d15h41m      6/12000
91.206.52.134          203340      17419      77837     0 3d15h41m      1/12000
91.206.52.214           62512      15787      77837     0 3d15h41m      2/12000
2001:7f8:24::3b         12333      17036      72362     0 3d15h41m      1/600
91.206.52.169          200759     105186     166229     0 3d15h41m      4/12000
2001:7f8:24::a9        200759     105186     158686     0 3d15h41m      1/600
2001:7f8:24::d6         62512      15787      72376     0 3d15h41m      2/600
2001:7f8:24::b8         20984      17107      72377     0 3d15h41m      1/600
91.206.52.113          205073      17066      77855     0 3d15h41m      4/12000
2001:7f8:24::86        203340      17404      72385     0 3d15h41m      1/600
91.206.52.123           15517      15787      77854     0 3d15h41m      5/12000
91.206.52.48            34578      17060      77858     0 3d15h41m      2/12000
91.206.52.174           49867      17057      77869     0 3d15h41m      2/12000
2001:7f8:24::51         15398      15788      72403     0 3d15h41m      1/600
91.206.52.65            51395      17266      77567     0 3d15h41m     28/12000
91.206.52.45           198738      17047      77883     0 3d15h41m      4/12000
91.206.52.19            13250      17299      77897     0 3d15h41m      1/12000
91.206.52.154           51262      18012      77878     0 3d15h41m      2/12000
2001:7f8:24::12          9100      17228      72412     0 3d15h41m      2/600
2001:7f8:24::6e         25563      17461      72416     0 3d15h41m      1/600
91.206.52.121           41549      15800      77904     0 3d15h41m     26/12000
2001:7f8:24::54         20932      15789      72433     0 3d15h41m      3/600
91.206.52.130           58299      18023      77904     0 3d15h41m     29/12000
91.206.52.35             6776      15788      77920     0 3d15h41m     17/12000
91.206.52.52           206492      33134      92389     0 3d15h41m      2/12000
2001:7f8:24::ba         29222      17054      72429     0 3d15h41m      5/600
91.206.52.110           25563      17471      77932     0 3d15h41m      4/12000
2001:7f8:24::b3         49983      33175      84992     0 3d15h41m      1/600
2001:7f8:24::30         34578      17049      72445     0 3d15h41m      1/600
2001:7f8:24::23          6776      15788      72450     0 3d15h41m      1/600
91.206.52.44            16242      17061      77940     0 3d15h41m     13/12000
2001:7f8:24::d1         29545      18038      72366     0 3d15h41m      1/600
91.206.52.82            39764      17065      77966     0 3d15h41m      1/12000
2001:7f8:24::99         13101      15787      72458     0 3d15h41m      4/600
2001:7f8:24::2e         33845      17057      72465     0 3d15h41m      1/600
2001:7f8:24::b5          7713      18350      72418     0 3d15h41m    178/600
91.206.52.176           25375      17492      77988     0 3d15h41m      6/12000
2001:7f8:24::33         12553      18038      72489     0 3d15h41m      1/600
2001:7f8:24::13         13250      17046      72491     0 3d15h41m      1/600
91.206.52.37             9044      17536      77975     0 3d15h41m     26/12000
2001:7f8:24::fe         25152      18034      72496     0 3d15h41m      1/600
91.206.52.218          199811      18035      78051     0 3d15h41m      4/12000
2001:7f8:24::75         25091      17094      72475     0 3d15h41m     29/600
2001:7f8:24::a3          8453      17224      72498     0 3d15h41m      8/600
2001:7f8:24::3a         29075      17137      72429     0 3d15h41m     84/600
91.206.52.46            33845      17057      78116     0 3d15h41m      5/12000
2001:7f8:24::7d        206616      33181      85048     0 3d15h41m      1/600
91.206.52.125          206616      33169      92576     0 3d15h41m      1/12000
2001:7f8:24::5f         15517      15787      72498     0 3d15h41m      2/600
2001:7f8:24::28         48362      17060      72498     0 3d15h41m      4/600
91.206.52.40            48362      17058      78116     0 3d15h41m     14/12000
91.206.52.30            28875      18016      78139     0 3d15h41m      1/12000
91.206.52.49            31424      23621      78103     0 3d15h41m     37/12000
91.206.52.3             13030      17509      78092     0 3d15h41m      0/12000
91.206.52.189           35054      17052      78094     0 3d15h41m      2/12000
91.206.52.210           61287      17530      78093     0 3d15h41m      5/12000
91.206.52.20             6772      17509      78128     0 3d15h41m     35/12000
91.206.52.28            29655      17522      78138     0 3d15h41m     15/12000
2001:7f8:24::17          8302      17519      72506     0 3d15h41m      7/600
2001:7f8:24::95         15547      15793      72511     0 3d15h41m      4/600
91.206.52.126           20612      17064      78141     0 3d15h41m      4/12000
2001:7f8:24::3f         31662      17489      72514     0 3d15h41m      3/600
2001:7f8:24::9          29691      17576      72468     0 3d15h41m     23/600
2001:7f8:24::d2         61287      17513      72497     0 3d15h41m      4/600
91.206.52.13            41872      17514      78143     0 3d15h41m     18/12000
91.206.52.165           48885      17518      78145     0 3d15h41m      9/12000
2001:7f8:24::a7         49489      17516      72515     0 3d15h41m      1/600
91.206.52.217           22822      17591      25601     0 3d15h41m    227/12000
91.206.52.144           33965      15810      78135     0 3d15h41m     69/12000
91.206.52.59            12333      17051      78145     0 3d15h41m      7/12000
2001:7f8:24::76         50837      18042      72517     0 3d15h41m      2/600
91.206.52.184           20984      17059      78148     0 3d15h41m      2/12000
91.206.52.2              8758      17531      78129     0 3d15h41m     54/12000
2001:7f8:24::8d         59891      18003      72515     0 3d15h41m     19/600
2001:7f8:24::14          6772      17521      72511     0 3d15h41m      7/600
2001:7f8:24::b9         59622      23355      72490     0 3d15h41m      9/600
91.206.52.63            31662      17512      78140     0 3d15h41m     12/12000
2001:7f8:24::47         34288      17310      72516     0 3d15h41m      2/600
91.206.52.14             9044      17557      78066     0 3d15h41m     46/12000
2001:7f8:24::37         15623      17513      72516     0 3d15h41m     12/600
2001:7f8:24::a5         48885      17515      72517     0 3d15h41m      1/600
2001:7f8:24::1e         28875      18058      72519     0 3d15h41m      1/600
91.206.52.75             8302      17541      78135     0 3d15h41m      8/12000
91.206.52.167           49489      17493      78160     0 3d15h41m      2/12000
2001:7f8:24::d5         29691      17562      72468     0 3d15h41m     23/600
91.206.52.172            8220      16032      77236     0 3d15h41m    555/12000
2001:7f8:24::1c         29655      24558      72511     0 3d15h41m      6/600
2001:7f8:24::d3         61287      17503      72499     0 3d15h41m      4/600
91.206.52.213           29691      17550      78129     0 3d15h41m     42/12000
2001:7f8:24::c             42      17337      72513     0 3d15h41m     52/600
91.206.52.12               42      17070      78156     0 3d15h41m     57/12000
2001:7f8:24::d9         22822      17527      21813     0 3d15h41m     46/600
91.206.52.23             8302      17530      78147     0 3d15h41m      8/12000
2001:7f8:24::4b          8302      17511      72512     0 3d15h41m      7/600
91.206.52.254           25152      18036      78164     0 3d15h41m      1/12000
91.206.52.211           61287      17509      78116     0 3d15h41m      5/12000
91.206.52.185           59622      17508      78160     0 3d15h41m      1/12000
91.206.52.99             5385      15796      77892     0 3d15h41m     29/12000
91.206.52.9             29691      17543      78131     0 3d15h41m     42/12000
91.206.52.55            15623      17523      78147     0 3d15h41m     54/12000
2001:7f8:24::2           8758      17545      72495     0 3d15h41m     17/600
91.206.52.98            59761      18033      78165     0 3d15h41m      2/12000
91.206.52.187          197439      17036      78164     0 3d15h41m      1/12000
2001:7f8:24::bb        197439      17065      72518     0 3d15h41m      1/600
2001:7f8:24::b0         25375      17517      72518     0 3d15h41m      2/600
2001:7f8:24::89          9009      15788      72518     0 3d15h41m      3/600
2001:7f8:24::35           559      15800      72515     0 3d15h41m     12/600
91.206.52.158           41549      15801      78161     0 3d15h41m     26/12000
2001:7f8:24::11         31424      34309      72491     0 3d15h41m     15/600
91.206.52.186           29222      17048      78162     0 3d15h41m     10/12000
2001:7f8:24::36         34554      20552      72504     0 3d15h41m      1/600
91.206.52.127           20612      17057      78163     0 3d15h41m      4/12000
91.206.52.18             9100      18382      78164     0 3d15h41m     13/12000
91.206.52.106          203969      17660      78164     0 3d15h41m      2/12000
2001:7f8:24::7e         20612      17052      72516     0 3d15h41m      2/600
91.206.52.6              8758      17317      78147     0 3d15h41m     54/12000
91.206.52.17            31424      24198      78128     0 3d15h41m     37/12000
91.206.52.25            31736      15795      78161     0 3d15h41m     23/12000
2001:7f8:24::27         47176      17276      72504     0 3d15h41m      6/600
2001:7f8:24::ae         49867      17102      72517     0 3d15h41m      1/600
2001:7f8:24::/64            0          0          0     0 Never    Template
2001:7f8:24::bf         33891      70434      71644     0 3d15h40m   1018/2500
2001:7f8:24::aa          6939      66209      21884     0 3d15h41m  27905/35000
2001:7f8:24::8f          9002      23421      67721     0 3d15h40m   1433/2000
91.206.52.0/23              0          0          0     0 Never    Template
91.206.52.142            3216         88      95251     0 03:24:34 Active
91.206.52.170            6939      68406      26438     0 3d15h41m  56940/90000

success.
http://rs2.swissix.ch/cgi-bin/bgplg
Neighbor                   AS    MsgRcvd    MsgSent  OutQ Up/Down  State/PrfRcvd
2001:7f8:24::8e          3216          4      11469     0 00:01:41 Active
91.206.52.164           49237        672    2160778     0 00:04:55 Idle
91.206.52.139           12347       4186    2109052     0 00:20:39 Idle
91.206.52.71            34288      17416      78969     0 3d16h13m      7/12000
91.206.52.61            12041      16921      78973     0 3d16h13m      0/12000
91.206.52.111          200924      15806      78997     0 3d16h13m      6/12000
2001:7f8:24::49         43531      17363      72035     0 3d16h13m     31/600
2001:7f8:24::56          2906      15854      23346     0 3d15h16m      5/600
2001:7f8:24::a8         25291      17973      71759     0 3d16h13m     65/600
91.206.52.94             1836      17375      79014     0 3d16h13m      0/12000
91.206.52.85             2906      15886      25940     0 3d16h13m      5/12000
91.206.52.86             2906      15858      28983     0 3d15h09m      5/12000
91.206.52.168           25291      17599      78934     0 3d16h13m    143/12000
2001:7f8:24::55          2906      15886      21885     0 3d16h13m      5/600
2001:7f8:24::cd         24482      17156      72081     0 3d16h13m     28/600
91.206.52.205           24482      17396      78830     0 3d16h13m    876/12000
2001:7f8:24::38         20940      17377      21808     0 3d16h13m      1/600
91.206.52.56            20940      17379      25477     0 3d16h13m     10/12000
2001:7f8:24::3c        202194      17474      72123     0 3d16h14m      3/600
91.206.52.136           43284      15814      79029     0 3d16h14m     13/12000
2001:7f8:24::9f          6507      15806      72124     0 3d16h14m      0/600
2001:7f8:24::5e          1836      17377      72132     0 3d16h14m      0/600
91.206.52.156           15716      17373      79049     0 3d16h14m      5/12000
2001:7f8:24::af         34309      17180      72373     0 3d16h14m      8/600
91.206.52.60           202194      17475      79054     0 3d16h14m      4/12000
2001:7f8:24::66         49605      18652      72340     0 3d16h14m     12/600
2001:7f8:24::9c         15716      17371      72385     0 3d16h14m      1/600
91.206.52.105           13237      18450      78240     0 3d16h14m   1142/12000
2001:7f8:24::ab          3303      17514      72386     0 3d16h14m     48/600
2001:7f8:24::ca          2686      17471      72380     0 3d16h14m      9/600
91.206.52.102           49605      18644      79002     0 3d16h14m     32/12000
2001:7f8:24::24         62035      17465      72386     0 3d16h14m      1/600
2001:7f8:24::74          8218      18950      71389     0 3d16h14m    344/600
2001:7f8:24::5          47147      17476      72387     0 3d16h14m      2/600
91.206.52.175           34309      17533      78734     0 3d16h14m    180/12000
2001:7f8:24::4a         15169      18577      21896     0 3d16h14m     27/600
91.206.52.192           13335      17303      26730     0 3d16h14m      1/12000
2001:7f8:24::8c         47692      18351      71862     0 3d16h14m     16/600
91.206.52.152            8075      17470      78310     0 3d16h14m      0/12000
2001:7f8:24::d7         44444      17469      72405     0 3d16h14m      1/600
91.206.52.171            3303      17712      79062     0 3d16h14m    535/12000
2001:7f8:24::a           1764      17591      72318     0 3d16h14m    172/600
91.206.52.116            8218      19535      77647     0 3d16h14m   2094/12000
91.206.52.36            62035      17466      79066     0 3d16h14m      1/12000
91.206.52.5             47147      17477      79065     0 3d16h14m      3/12000
2001:7f8:24::3e         42336      17472      72404     0 3d16h14m      0/600
91.206.52.74            15169      29743      18827     0 3d16h14m    161/12000
2001:7f8:24::69         13237      18759      71637     0 3d16h14m    211/600
91.206.52.203           40627      17581      79066     0 3d16h14m      8/12000
91.206.52.140           47692      18381      78463     0 3d16h14m     73/12000
91.206.52.215           44444      17469      79093     0 3d16h14m      1/12000
91.206.52.202            2686      17468      79100     0 3d16h14m     13/12000
91.206.52.10             1764      17849      78133     0 3d16h14m    777/12000
91.206.52.191           33891      17383      79057     0 3d16h14m      0/12000
91.206.52.73            43531      17487      78924     0 3d16h14m   1462/12000
91.206.52.62            42336      17475      79099     0 3d16h14m      6/12000
91.206.52.72            21040      17582      79099     0 3d16h14m      5/12000
91.206.52.196           30419      17579      78464     0 3d16h14m      2/12000
91.206.52.137            9009      15889      79110     0 3d16h14m     15/12000
2001:7f8:24::c0         13335      17304      22654     0 3d16h14m      1/600
91.206.52.153           13101      15903      79109     0 3d16h14m     41/12000
91.206.52.155           12387      15906      79036     0 3d16h14m     39/12000
91.206.52.197           51873      15887      79118     0 3d16h14m      4/12000
2001:7f8:24::6f        200924      15809      72411     0 3d16h14m      5/600
91.206.52.124           61174      15889      79132     0 3d16h14m      5/12000
91.206.52.96            31042      16084      78990     0 3d16h14m    399/12000
2001:7f8:24::79         41549      15895      72412     0 3d16h14m      4/600
2001:7f8:24::ac          8220      15942      71622     0 3d16h14m     80/600
2001:7f8:24::19         31736      15888      72414     0 3d16h14m      5/600
2001:7f8:24::7b         15517      15887      72414     0 3d16h14m      2/600
91.206.52.145           61174      15889      79148     0 3d16h14m      5/12000
2001:7f8:24::7c         61174      15886      72416     0 3d16h14m      1/600
91.206.52.22            15576      21336      83407     0 3d16h14m    175/12000
2001:7f8:24::9b         12387      15892      72416     0 3d16h14m      7/600
2001:7f8:24::90         33965      15899      72416     0 3d16h14m     15/600
91.206.52.95            15517      15887      79184     0 3d16h14m      5/12000
2001:7f8:24::16         15576      21245      76068     0 3d16h14m     46/600
2001:7f8:24::5d         16265      15893      22584     0 3d16h14m     49/600
91.206.52.93            16265      15885      26287     0 3d16h15m      0/12000
91.206.52.53              559      15942      79171     0 3d16h15m    124/12000
2001:7f8:24::61        201505      15887      72453     0 3d16h15m      1/600
91.206.52.97           201505      15887      79185     0 3d16h15m      1/12000
2001:7f8:24::7a         60486      15887      72454     0 3d16h15m      1/600
91.206.52.122           60486      15888      79185     0 3d16h15m      9/12000
2001:7f8:24::c7        198249      15887      72466     0 3d16h15m      1/600
91.206.52.34             9092      15861      79188     0 3d16h15m      1/12000
2001:7f8:24::d0          3250      15741      72468     0 3d16h15m      1/600
2001:7f8:24::22          9092      15861      72471     0 3d16h15m      1/600
2001:7f8:24::84         30786      15826      72467     0 3d16h15m      1/600
91.206.52.133           39063      15889      79190     0 3d16h15m      1/12000
91.206.52.208            3250      15741      79189     0 3d16h15m      1/12000
91.206.52.87            42909      15887      79188     0 3d16h15m      2/12000
91.206.52.42            57581      15857      79187     0 3d16h15m      2/12000
2001:7f8:24::29         60390      18161      72468     0 3d16h15m      0/600
91.206.52.199          198249      15888      79195     0 3d16h15m      4/12000
2001:7f8:24::85         39063      15889      72466     0 3d16h15m      1/600
2001:7f8:24::57         42909      15887      72467     0 3d16h15m      2/600
2001:7f8:24::b4         64463      15847      72466     0 3d16h15m      2/600
91.206.52.24             3856      15889      79187     0 3d16h15m      1/12000
91.206.52.132           30786      15826      79187     0 3d16h15m      1/12000
91.206.52.194           51768      15891      79187     0 3d16h15m      1/12000
91.206.52.104           42085      15888      79176     0 3d16h15m      1/12000
91.206.52.180           64463      15847      79186     0 3d16h15m      3/12000
2001:7f8:24::18          3856      15889      72468     0 3d16h15m      1/600
2001:7f8:24::88         43284      15813      72465     0 3d16h15m      3/600
91.206.52.68            12307      15907     130483     0 2d22h48m      2/12000
2001:7f8:24::44         12307      15907     118194     0 2d22h48m      2/600
91.206.52.148           57118      15912      79188     0 3d16h15m      4/12000
91.206.52.101           57118      15902      79186     0 3d16h15m      8/12000
2001:7f8:24::94         57118      15909      72464     0 3d16h15m      4/600
2001:7f8:24::65         57118      15902      72465     0 3d16h15m      8/600
91.206.52.90            59414      15906      79190     0 3d16h15m     12/12000
2001:7f8:24::5a         59414      15905      72468     0 3d16h15m      5/600
91.206.52.150           34288      17273      79191     0 3d16h15m      7/12000
2001:7f8:24::21         24889      17357      72467     0 3d16h15m      3/600
91.206.52.159            6507      15814      79189     0 3d16h15m      7/12000
2001:7f8:24::f          15623      17639      72469     0 3d16h15m     12/600
91.206.52.15            15623      17640      79177     0 3d16h15m     54/12000
91.206.52.109          198385      16446      79182     0 3d16h15m     18/12000
91.206.52.183           29668      15890      79192     0 3d16h15m      3/12000
2001:7f8:24::da        199811      18155      72471     0 3d16h15m      1/600
2001:7f8:24::83         25581      18558      72472     0 3d16h15m      1/600
91.206.52.216          202032      18147      91930     0 3d01h44m      1/12000
91.206.52.135          198288      18154      79190     0 3d16h15m      5/12000
2001:7f8:24::d8        202032      18174      83918     0 3d01h45m      1/600
2001:7f8:24::41         51395      17374      72455     0 3d16h15m     27/600
91.206.52.51            12553      18161      79190     0 3d16h15m      1/12000
2001:7f8:24::78         42760      18165      72472     0 3d16h15m      1/600
91.206.52.27            31662      17548      79185     0 3d16h15m     12/12000
