15169,30823
44198,201201
8648,8972
47680,200565
2603,3249
1257,21069
44193,56401
43103,201260
13226,34144
3303,16086
29551,62354
13002,29140
6939,25500
9141,21244
8220,13101
31394,200026
5550,24848
6735,8820
3320,198672
15772,47481
3215,48782
47232,206951
8781,204806
4589,36623
20612,34288
13184,20485
13226,21155
1764,6695
48519,51185
31458,39111
1880,3220
8245,25255
1901,8412
5607,51468
6830,44264
41998,203865
8402,51039
5769,21548
21385,41853
41221,206847
3356,19653
9002,59880
12773,43998
198297,198438
41937,201892
3261,197571
2529,8608
5568,31740
31661,60666
8419,15169
3352,48202
8897,21409
174,46447
12552,21788
31604,38987
25512,29583
3356,14721
60341,64416
12874,41325
2110,44815
8928,39000
2914,35244
1200,34141
1853,8220
8220,16265
13030,23903
1299,200996
3257,206934
2818,31655
174,198111
3303,22356
21473,61157
3326,21357
39598,62432
6805,8304
29066,31400
8515,8563
8190,8282
1290,20676
21213,31543
8877,59729
28876,41692
8075,49544
12399,36692
52213,60429
6939,197540
8774,48526
12754,60886
1273,12888
174,21782
13103,45042
3561,19760
2856,5503
5580,16803
43100,201425
30844,35028
3356,39359
3216,50716
25577,49605
174,37558
24785,29462
8468,8492
16128,24115
5580,6667
31538,43890
44600,48239
3356,32775
34305,48526
51555,199524
1299,36678
62047,203302
6695,33843
42123,57136
7473,9911
12302,62279
8784,34006
13285,25074
12414,43350
3238,205733
24785,43366
8220,50965
1273,13173
12683,15672
16142,29208
43370,49696
34779,47917
174,4989
8631,34879
9116,47766
13101,25151
2914,22691
5413,30844
8732,38986
32217,204789
6695,33986
1299,2572
34123,58036
42,24889
553,12337
62078,205036
203912,206552
21356,28796
197068,200449
57085,61410
8953,39745
174,36444
39737,60284
3267,56534
6675,15557
2118,29067
9031,44068
19996,45177
34661,43103
15169,49037
9153,29527
8758,31736
25408,62092
44896,57520
16141,28716
8412,38955
13218,16034
20764,34456
3223,205897
12620,42346
5588,200999
44587,48858
15436,21101
174,18672
6461,10628
1299,20521
2847,13194
6667,13127
41066,43489
2118,60255
8167,19723
12956,21351
25408,49340
29396,39309
12399,34141
3216,48549
1653,39870
24667,29060
2119,47329
174,393370
2119,34442
29791,30890
174,198949
1267,8412
41329,57096
15699,39639
12389,48940
25525,33799
1755,21635
39326,43100
19069,59894
8422,9189
8676,44684
20948,20948
5427,13184
25159,51136
197617,199543
47544,51155
8455,41248
8220,34031
174,4232
8560,29066
6837,12776
8434,24819
3356,20495
15935,43037
43112,43686
8851,43013
48850,198906
12306,13768
29608,34997
12552,57315
15623,61337
24889,44706
2108,44306
8402,34467
200973,206576
3269,28929
9145,12621
5563,48858
29527,51159
43998,199995
12041,198385
16298,28929
6703,204619
198934,198934
15614,39392
174,3795
24916,30094
12956,199524
1759,8348
31529,34419
22241,55561
9201,199150
2529,8737
6656,8342
3292,38082
39307,43418
13094,49404
8218,57928
224,6709
1267,198721
3356,38861
9063,44207
8374,42453
12041,16298
2200,8784
8201,31449
174,32432
8732,24829
21096,197388
25220,31019
3209,8359
376,6539
197078,197298
8905,57848
34515,49571
852,19062
8377,20597
3255,57060
50616,202821
25048,29054
15510,202364
7539,20965
6939,13926
577,18705
15694,201617
20485,42387
2514,4680
8928,61105
12496,15830
48644,202620
8708,35520
15836,44853
39912,197549
8918,9191
3257,41966
8595,200833
8844,21371
20771,199872
6461,21342
2529,8686
3262,29396
174,15425
50857,196755
20485,197556
6677,29009
24739,31142
31163,57319
39264,43583
41631,44193
34197,39180
174,47902
12968,38942
3356,19548
209,5511
13238,22822
30890,49086
683,5056
2818,25577
33968,35456
34251,50952
34604,35463
8075,31122
8359,62440
35228,56460
31430,52201
33883,39791
1273,36549
5427,6728
8315,15435
2119,28876
8422,13445
31708,34442
174,205184
3216,52164
29545,48362
33997,56354
9002,206776
8966,21011
4704,25152
12294,42546
1304,44583
6695,205460
34977,46489
3262,24592
6830,20679
205784,205784
21378,44237
1764,15600
9002,202079
43935,60113
8426,57315
31133,35783
8928,24730
25151,35733
8492,198526
21219,29683
5524,13122
16353,21155
43646,47447
1680,41927
5419,13127
8781,12414
13218,25369
8367,8367
702,12469
3216,201137
8674,9189
24607,34120
3257,43284
1653,9088
16135,204736
6776,13030
44988,57108
15557,39509
35019,35568
50384,59467
8387,12076
28685,39704
1849,9055
62336,65000
10996,27324
4589,15444
286,45012
6762,21284
49320,199021
702,8243
13030,51807
6939,202932
3257,60969
5603,198213
8674,24961
3313,25518
6667,19551
8492,44661
553,21413
4134,9505
15542,41552
30890,50884
51276,60781
1930,60171
8220,12389
714,12731
2548,12077
25593,30972
20523,47381
8866,206523
43350,64437
13030,28792
1299,54600
31477,41445
13238,43106
13030,15954
5078,11537
9165,12357
8001,8546
31133,57990
5631,29208
34602,50952
42109,48406
8866,52073
5417,8918
12989,29396
8492,8966
20632,202642
8472,29413
3356,24673
51699,202265
702,20501
8220,30781
3402,23903
1852,6099
5536,15475
8331,60085
3549,205294
16034,31084
8220,198483
286,11081
12979,49813
42632,57728
3267,8592
5462,9145
7473,21396
6461,40475
8218,34391
197071,200615
56799,60780
9191,16339
6731,35738
47441,47764
8732,203093
293,3671
17510,17676
35228,39202
12306,31027
31287,31435
8674,41913
6661,15670
6663,35827
15685,25248
33891,207234
31133,205952
5588,28950
6509,46641
15133,24940
5089,8404
6128,6762
6695,33353
12306,44259
49063,205954
6656,29188
25152,43683
43222,48086
3209,12571
6755,42716
5429,56935
30950,39787
8990,20922
1267,5397
8560,8897
5563,62261
9001,9119
9033,12731
8400,34096
8928,62088
4739,199524
200658,204780
8928,8968
6762,60501
8966,15412
7670,37908
20485,44248
3261,197658
6661,8218
12389,44315
62282,206029
25160,47195
8560,40581
3856,48793
25525,34442
29303,48080
4004,29247
2852,5580
13826,63017
174,16168
28929,48851
9132,12496
42,8468
12695,31133
24731,56608
8220,200946
1280,15412
3856,199516
3491,12480
8781,25061
8472,8638
3356,395662
9365,17957
4657,45352
3216,56741
37088,44356
8757,21356
43948,49912
20960,29512
8629,60716
13030,50110
15296,26025
12859,35574
20786,24642
4589,24784
20747,25433
8708,33890
1103,64404
29550,43531
47708,51307
39031,47862
31142,47138
39392,49025
12390,25180
46489,47622
6910,42459
5089,5568
8881,41431
8928,44911
5459,8301
5577,15594
43911,202284
12530,39027
7473,64096
12715,200030
49524,205260
3215,197036
3257,23308
3356,34924
13249,56835
29077,47843
8282,9304
174,30019
8708,20640
6789,42896
33904,44759
8246,34431
3356,25310
3216,56580
20562,57146
5539,204110
2614,8751
1267,41827
286,8694
16243,42320
852,21357
5433,29493
553,42652
5583,6830
3257,13101
8758,12786
6517,11834
34347,51343
559,43683
1280,17204
9303,9889
3292,44398
8447,31636
39309,39637
3209,204702
31133,39586
702,6847
49605,64096
8997,25308
12347,33845
5410,8897
25394,29404
50121,201054
3356,8781
8821,36408
13157,13261
9178,54543
8657,134390
28917,206363
3356,26225
8359,56665
8838,24851
12188,14116
577,6509
3356,5068
2857,31500
34898,47764
5580,15925
2116,49082
786,204486
174,197975
8422,25560
14938,21711
2857,3491
197731,203729
12732,15891
8505,9121
1299,39878
8781,9381
9019,15988
35346,205770
19750,46489
9002,47142
4230,14030
9049,201624
15412,55967
31443,197580
49511,196638
51086,60763
16298,50295
8708,29287
31205,60430
50472,59675
31383,34215
680,25074
5462,31727
3269,204840
8430,43994
8560,45037
8708,41573
21011,42473
5413,32787
12389,50433
8877,29084
3356,202015
9002,23106
3269,20942
3209,6327
3356,32370
12859,47764
24989,28753
8075,15743
48575,49666
5503,44314
13237,42699
8447,25279
31133,201285
8309,60572
8928,198993
13094,200912
9498,30781
12399,39912
20960,201695
6939,205152
3356,18628
8560,200937
5577,8554
29545,49808
3216,38951
3856,16218
41095,43830
9063,25286
42020,51558
5518,197616
9033,20886
6939,206754
3356,25952
8631,21453
25408,44640
13878,35064
6775,198719
29170,60871
26431,47823
4589,13030
25124,43487
21073,21155
16509,50923
5413,30890
31484,35395
4668,9002
5529,8928
13249,16066
49666,58169
5606,13021
48960,51902
44050,50113
15915,39020
8249,8439
48309,50000
6849,39127
1299,31042
3356,36167
1267,24608
5602,204482
9002,23184
3356,13609
6805,15703
8276,8844
12552,25577
21478,29140
9,3356
9049,57662
6730,34532
8781,17660
6775,21021
63297,395152
13285,199547
2603,12322
174,201058
34528,41691
39337,57109
8445,13030
43864,47603
16150,64597
6695,8596
8422,28917
174,15839
12703,197958
25575,28889
3356,33430
6663,29491
8075,29467
6939,31463
39704,48539
4680,7663
3356,12989
57204,59414
31449,49289
6939,198549
8591,12676
2519,37907
9121,56727
25086,44039
8283,197301
24589,60324
12302,34648
8309,204596
5669,8384
8866,12716
42000,198171
57878,206499
3741,6695
15743,205831
3215,15401
3269,201502
5612,21155
16353,25098
21947,39832
31449,197999
12350,28788
8404,12322
25310,31625
42277,44276
44654,197981
3257,48790
8607,203573
42610,43690
6391,11831
21385,29066
9121,205757
-9002,2116
6911,61105
16082,25091
2119,7363
3246,8674
25071,35297
2110,201111
8585,25431
6739,39691
57344,197540
55195,197731
8220,9304
21232,47302
13768,13895
8220,32066
20751,38955
112,4230
34187,202106
3549,12902
8781,29636
18210,44654
12518,24640
19151,23089
2906,6717
9050,43464
6661,15830
25182,41480
8308,197837
6830,57811
7118,19622
8419,20923
8447,24992
42708,51913
3856,15533
20634,25152
3216,41123
8657,26496
15133,43341
5631,47474
1257,42675
30823,34549
6768,206326
174,53767
8928,13036
33668,40262
24785,61013
34288,39257
24992,56672
8359,197961
3216,43317
20632,47363
3356,46339
174,395019
13094,50384
62078,200753
20915,34555
51346,205507
8472,24635
30740,30914
6805,31727
8210,13101
8473,25417
35602,43633
15925,31025
12389,62040
12786,34288
174,8553
12969,31441
31148,197144
3292,3321
21396,37662
5518,51894
3352,29681
6461,44864
5583,51752
8426,25061
12715,62412
62387,198599
3216,42144
34659,50796
3856,49544
15669,47872
6730,22691
174,7862
15444,31400
16097,28685
12850,205051
6735,13285
5607,47869
3225,203147
6939,33882
12322,20547
8999,20766
25459,34305
12773,44884
29076,50027
1304,44141
8708,59854
5459,9505
12389,30729
3856,25310
6453,58655
5466,20976
8220,32402
8472,15725
28858,45022
6876,28809
3356,15504
13289,60774
2603,12301
1299,12008
6769,24825
702,8528
34245,43760
9113,49231
8708,41971
8218,48910
31187,62206
12778,197441
28917,48573
43608,49167
16040,34925
6871,13122
42708,198093
41571,48828
20485,50673
8545,199407
5390,15542
49815,203864
1752,13645
48763,50757
46632,393622
8492,13062
28697,29452
12389,29456
6663,203574
12530,49710
8167,11338
49785,60692
6667,34934
20886,37100
8732,12578
174,6697
3249,8838
3253,42276
51931,62047
9125,43547
47631,47631
6663,34198
51058,61337
2116,203343
174,37678
41998,202462
21219,202291
8632,59675
41682,50497
31133,50169
6830,39624
51048,207075
2914,44946
3209,8586
8881,25538
3303,35535
174,12321
2914,47447
8781,49605
61400,200592
50607,198277
47161,206766
6695,50469
2818,29263
786,29644
786,39545
12389,12772
42005,44185
16186,50989
1248,43531
6939,48284
6739,204062
1756,51828
6730,15988
8400,47666
9198,206364
12389,39927
6805,47143
9144,16010
5524,29119
9049,60177
8560,13576
3356,200758
20771,197216
6447,6730
8881,43354
3216,196850
22548,23596
8922,12835
25152,34762
6854,49195
31331,50986
680,20504
15435,29073
12014,22925
48173,59780
50331,205082
50398,198346
15935,32787
5486,44435
16185,21293
12735,47123
5607,202020
30849,35320
15589,39636
29119,48146
5089,12399
12414,25074
9116,51287
3304,25074
12741,12831
15412,16353
12630,24940
2857,33843
8387,29287
12322,28878
6776,33845
15600,39257
41692,49024
8218,35665
174,396177
702,47137
20912,207013
6805,29488
35000,56886
11521,12301
42005,58014
12389,58105
1273,15725
2519,7670
553,6735
15694,198547
15169,48822
174,6391
2914,21342
31210,61316
41589,42852
13030,15542
47440,202051
5518,12993
16057,43646
6663,41611
8412,24792
5580,34409
6747,28843
5563,25086
20562,29311
6939,24642
2914,8001
43350,61284
15954,203099
-2914,51018
286,8298
31012,49498
12714,20640
44775,201316
12874,198399
30736,48374
8220,13137
8246,44190
6067,13193
20504,39637
43142,50683
8467,34984
5583,8954
1267,49215
15850,17439
43061,43462
25159,51472
12880,42468
30827,50316
9031,12399
5580,199036
16379,34759
8717,200033
15694,43325
51542,57387
9009,48961
47723,61400
20731,202406
24916,41552
3248,8445
12387,59748
5583,20504
11342,21548
6128,13645
3329,21291
29177,43923
2906,198721
20562,28929
42911,43714
34177,34997
25596,39704
44050,48625
174,29615
9050,50252
64484,197226
3248,8928
174,198611
25462,42482
8404,201235
42828,60972
8554,50620
43531,49683
35320,50074
2497,2603
8426,15426
3277,35000
19399,21195
12775,25369
8457,8943
7473,8359
8473,200691
8220,47671
786,3216
6453,17012
8897,23393
31059,32934
8777,15797
3356,60423
12611,44197
29107,29390
6663,35664
10310,34442
6739,205431
8359,8674
8881,42215
5577,12322
5539,5669
37684,57335
29073,49685
42949,43350
29684,60540
4637,9924
4765,11919
8359,12902
8422,21478
6730,8365
34757,35018
8473,203052
2818,13009
29527,34177
5430,12322
8560,8943
29213,29375
9083,24632
49350,560513
12301,44185
15738,56605
2529,39556
13105,15169
12989,38915
8580,24658
15830,24940
25184,60811
29119,48624
8466,8517
5089,7784
8308,35209
7342,13002
6939,44053
5390,41552
8608,13237
8402,20544
8954,21073
3303,204783
5693,52201
3316,15756
8732,25355
12741,42445
20562,60517
34540,43784
20618,28717
34008,42013
28878,60126
34566,50220
174,513
47872,51555
8377,12416
5605,48484
8246,199410
20473,57782
2603,8304
34106,39309
13285,47264
8545,13030
10310,31641
2828,19930
49360,60559
12578,13037
47602,203079
6747,39067
6535,27978
31543,46489
9150,29590
12350,13002
1755,20920
42,8387
8784,35189
62047,196927
9211,47717
31611,48815
3326,57864
8545,51148
20751,200070
5539,15385
174,7738
5462,21077
6755,24754
174,6643
12722,51916
8913,31246
6830,34744
1257,59913
9002,30925
1853,3303
29518,48220
12552,35033
20764,31376
6939,31484
31133,39161
41285,44837
8167,11993
49854,59675
12552,205141
6775,43268
16004,31638
23393,23903
12530,198624
35415,56683
52153,203508
34123,59793
3327,21156
30733,39406
21574,264552
31027,44433
13237,31383
15951,51762
8674,16004
1273,33824
3291,15517
8365,31027
6903,8615
6830,15962
8607,8897
3356,4963
8871,34763
8629,48719
2606,15699
50952,56864
1408,24586
51468,59701
6751,9193
3292,12414
174,8247
21055,39757
9002,43658
28125,265382
9044,9119
174,26571
15669,44327
15594,15743
31449,42949
8412,8559
8551,42925
21219,204300
35366,50472
20804,198594
29050,44747
8685,42609
48539,51696
3356,49109
6703,51122
12578,24870
49058,197760
3356,5377
9050,43587
5413,35425
31441,51896
24895,47605
33991,41440
6695,44096
8596,62451
3356,15826
13247,25276
8369,9002
15930,50396
29545,50782
39216,59796
20629,29006
39702,46489
29119,205386
60025,201350
16150,39787
6648,41913
8246,15997
12389,24588
12414,29263
48435,50434
6798,12635
47245,199127
1764,61955
6461,48521
3856,29140
16150,28685
15974,198778
2529,24587
42313,205832
3320,24582
5580,25542
2854,47909
24631,58333
12874,29270
28716,49653
12310,29527
9199,15836
3223,3292
8359,8881
61438,201371
8851,23148
30844,44654
4004,5408
2914,41103
20473,396388
29608,35701
29562,49544
20640,24646
15614,28851
1120,8400
15802,198247
8282,49823
13184,60344
35260,58073
20485,20620
5587,29054
6739,199905
31484,49063
6667,60294
12759,58243
6855,42302
174,20712
174,58327
5524,16080
12389,49816
9505,42652
51559,199779
49929,199624
204992,205719
8775,31692
2857,28809
852,32636
3356,23504
12508,56349
20811,39912
270,12819
35425,206976
5605,31133
8881,44229
29636,34442
8928,42128
3663,4550
9070,42410
43213,200430
8714,50316
15645,35297
31019,61955
2914,204167
8695,49168
203045,204028
9178,48028
1755,12955
174,22385
3265,20634
8781,15133
16265,25074
24582,34953
5645,393755
6775,8515
40966,43690
21497,30735
31242,198133
44158,60377
16065,16186
4589,15915
8359,19151
29119,39737
3303,29006
6724,20886
9145,47869
28857,29056
1836,3326
31141,41095
9121,43322
6453,15945
6661,60319
15412,23930
7911,12621
5617,50481
3269,21034
48638,205409
39737,205200
48533,197481
1200,31661
8387,196668
394530,395532
6703,197128
25406,201096
8657,9498
6453,7533
44634,50384
6775,13237
8781,42456
16154,20665
2852,16265
13118,25592
10026,13645
3215,59997
2603,206471
28889,31042
12880,199633
8781,31122
3292,6774
24589,50485
12611,15377
9189,20495
5466,8365
3291,6900
395663,395663
33011,65332
50130,196957
5413,20738
59758,59758
8227,8954
12741,204009
9033,37100
61337,199071
6762,17494
12731,14340
34748,38937
174,36944
12773,40978
8675,21143
702,8302
174,393455
29119,202743
3549,44822
48293,50182
35686,198329
16345,201042
6695,9070
12880,44543
12817,15598
6939,16302
6695,42184
48533,52218
8342,9110
25091,59675
6775,28717
8880,9127
31261,61359
9003,30781
12389,49267
27299,40191
34803,199458
3741,6083
16131,51697
3269,44831
21385,31500
7160,41692
3491,45204
25513,199809
12337,204038
25159,207064
8879,21013
3257,19180
29396,31477
8905,12714
251,20755
6939,210072
25308,47258
9050,25198
9049,47764
5385,34347
20940,59890
39611,197167
19429,22368
1273,23352
6774,61374
20562,50056
8897,39647
40676,204678
9121,12440
36408,48173
29119,199853
49745,206740
6762,8452
18608,25180
15830,42459
8741,12731
5432,12980
3491,24634
812,6453
6453,13237
24607,47205
12859,50472
12389,205246
702,21040
24931,30740
1103,20857
6735,6939
9178,203872
27724,28604
2119,25605
3549,57523
31117,56933
174,49877
6939,200626
29402,39600
15557,31167
29076,43404
24953,35369
174,197100
196638,206304
8468,35244
9443,17559
8447,47147
174,60194
8881,9209
8819,60276
8246,47466
8194,41376
5498,6697
34867,59675
8662,20632
8687,13184
20562,61060
5430,6774
8220,203438
15645,42088
3292,4134
20960,38944
6579,10972
6854,34533
60801,199807
12713,20712
15304,23308
8068,8596
31727,41012
3356,10919
31133,48320
15833,34392
41672,203691
4589,9070
9125,34299
48159,57543
38959,39001
20771,43715
198435,206859
8928,35825
6775,51159
3257,33835
3216,56562
21396,30740
43221,61044
6789,47203
16509,41811
12741,206758
12924,43520
1273,13285
42751,48287
6939,41103
16302,20569
20485,196786
8974,9034
49666,49872
29571,37190
29119,35699
12741,200750
8631,42484
1299,29611
24797,44391
51815,57997
20640,43646
9021,42736
21219,41784
9063,31252
2686,13237
2854,197786
8734,8866
174,21714
5578,30929
174,44009
3255,50392
60373,198610
3225,5459
8866,24693
32787,42851
1267,25148
13857,25899
6665,8220
30890,51461
1299,31257
6661,29608
31210,48422
13285,59675
8859,20640
12301,41885
13238,41330
9026,9034
1299,16276
49335,50384
9116,15823
3320,34531
3269,12779
8560,35244
22964,46609
16141,39636
15133,25148
6695,36408
20860,50056
24724,41201
714,31059
12670,201077
174,13245
786,8912
12871,13237
2857,47195
702,29356
15377,42473
1103,49544
8075,57208
3356,20013
3216,43728
9957,15412
9153,12713
8449,39714
3356,40165
198492,198785
12880,203662
50463,203124
6775,13105
34307,206313
24709,62457
39107,39205
6895,8903
12389,48013
33808,48433
6661,24940
20485,50406
5390,5571
48284,60169
7333,19094
23005,202196
8245,8787
8331,60944
8582,12306
18403,25152
8304,47841
4755,45210
3356,41051
15169,25180
44158,47789
6461,203372
31122,41811
6453,31547
2914,54229
16299,47760
15645,15785
20640,49605
1126,8928
24951,28859
3169,56412
2602,21320
6695,29169
15767,43061
34251,51611
39922,48822
7470,38082
13237,31521
199930,201735
25192,29086
31059,203921
9137,49605
27638,47480
42525,62121
12389,12396
51380,197263
8881,16150
20723,25234
18283,23806
8092,18530
3356,41921
6775,15179
50156,57948
174,26677
8902,24851
6735,8426
13238,48524
44066,44654
41230,49375
13157,29140
8732,200578
786,3246
9002,196752
8468,21478
8897,43531
12997,45001
12389,50688
48626,60276
3329,6799
42,8422
31133,197793
5459,28757
701,5614
16246,16265
35549,44377
6939,53131
3327,33438
8717,39467
2529,8001
20632,38928
1299,394380
33763,37147
8866,57538
41865,200089
13243,21171
9208,203225
3203,28745
25178,42473
13285,32421
13237,58141
12654,12971
3257,48052
5430,8298
668,5856
577,14280
174,25678
21263,31661
15743,42708
19151,24989
50618,51630
8492,31133
31490,34224
29075,57119
48238,50890
10594,18888
12306,20504
43714,51081
9584,9793
5384,41215
1273,24875
5606,39306
50468,60015
13285,14061
702,50432
6939,50387
6453,51088
5394,5410
8781,42689
43892,203590
20860,30740
8689,16303
2854,200926
25562,41230
5483,5541
51074,56687
2854,24588
56662,207036
44611,56329
42400,43594
3130,27008
2119,2635
6453,32164
15133,20886
174,3701
39242,41993
5384,204015
1299,51658
3257,54951
12306,41699
12552,39052
25159,42226
20804,39171
39792,47869
47262,48159
6939,202792
15296,19423
6774,15594
3316,198341
8866,42295
9044,29260
3216,197394
24724,31210
13767,23903
16010,49628
9286,23599
174,1351
30953,57797
174,199403
41441,64404
43142,197981
6762,43996
12302,42417
174,31989
8551,199267
11922,26088
8560,35228
3267,30925
174,395381
9191,30081
3313,12761
9002,12390
8732,57211
9036,13285
197064,199378
15290,16520
12566,29608
20485,33871
48586,60430
6730,15803
174,394427
12854,21155
2635,29119
31449,39090
36977,37044
12605,13030
20915,20923
1853,15702
8879,12355
6805,8732
29259,58322
8596,9119
199738,204381
4230,13591
20500,25310
31237,47377
2819,199220
24642,34655
11666,47999
174,12236
3856,57119
31261,203921
42632,199073
51407,205205
3356,22191
3356,7828
42409,56468
29518,44813
33923,200577
1764,8283
8881,34790
54825,204583
21232,29655
15694,21395
3356,15992
4788,8683
5583,31449
6762,262210
3356,200843
9033,13335
9080,29134
20562,47999
15982,28964
12540,28842
39878,48943
34300,35807
4788,34419
701,18999
23342,26769
8220,15681
286,47601
29611,44684
8553,34695
50289,59675
15469,34554
5580,20940
47218,57882
6695,35258
2818,25376
29037,31449
15924,48644
4181,6082
20495,28753
21099,50316
2914,17504
48080,57973
2819,8593
29119,51152
25310,31290
6830,205728
31449,50858
8708,41978
28745,41173
31216,56339
3356,9193
42049,48452
41609,49384
2529,14717
61172,197158
6939,38987
851,5747
19429,266890
16265,44185
30094,34106
41427,43061
8343,48882
51665,56666
1299,51043
24989,33843
17012,30393
12735,13138
13030,13101
3356,39458
16080,31449
3320,8068
2854,47842
8455,29017
1785,5089
6730,34486
2116,57280
57222,197549
3257,57858
12676,41095
2683,12979
5089,8554
25148,41129
6910,47230
174,199744
44735,57508
6667,34270
8455,31500
15694,20635
3216,203521
199758,201077
2119,4837
8657,34555
6663,28966
2116,8434
4657,6695
3320,51033
15436,41765
1299,44927
8641,31484
50763,61955
174,40437
29909,54859
3292,15925
8422,8473
8681,62955
49018,206384
5459,57731
16805,19024
8283,24940
12963,198361
56534,201190
8732,199582
48192,48638
1759,198243
3261,15645
8426,25596
12702,21155
21385,32934
12880,62196
34501,39930
1267,42515
29119,209835
3292,41795
31449,37282
3356,43428
3856,31529
35425,44444
20976,29055
8359,15455
6661,34021
6805,8674
6871,16174
12687,12890
1653,8928
5617,21187
43966,44843
8744,9009
8283,15542
12389,50804
1239,36755
31661,34141
3549,47142
50607,203687
8400,62420
12570,204886
6805,25577
6740,34040
3356,199883
174,395960
8881,34372
48276,196638
3262,34868
20632,201797
3356,38176
13046,198548
39792,50488
8508,31242
9032,39153
4589,13122
24864,41491
3216,3320
3292,204290
41811,197107
6830,198478
6775,31242
9104,60803
34953,57976
174,36445
5631,51047
8218,205698
174,10823
3333,6762
15296,25635
2818,58453
29066,203098
25003,57721
31323,59640
15934,28968
6320,29676
21385,33890
12902,29263
42000,49985
9121,197941
9121,51021
29073,42949
6939,7296
5400,8283
21502,30781
7271,15290
174,11290
6724,44217
13004,31042
41722,203337
174,10464
9002,47724
174,51823
3255,43864
8220,198781
15830,197692
42652,59675
3741,25310
174,21942
30900,39122
28685,29260
43668,205013
3257,15128
35176,51646
29632,59781
9002,34121
12552,49544
