https://rs3.swissix.ch/cgi-bin/bgplg?req=&cmd=show+ip+bgp+summary&
{'req': '', 'cmd': 'show ip bgp summary'}
91.206.52.84            20932       4000       9753     0 22:08:16     19/12000
91.206.52.192           13335       4340       8793     0 22:08:17      1/12000
91.206.52.63            31662       4427       9749     0 22:08:19     12/12000
2001:7f8:24::7a         60486       3988       7117     0 22:08:28      1/600
2001:7f8:24::9c         15716       4361       7120     0 22:08:58      1/600
2001:7f8:24:0:d267:e5ff 42909       3990       7120     0 22:09:04      2/600
2001:7f8:24::35           559       4004       9189     0 13:39:37     12/600
2001:7f8:24::22          9092       3987       7120     0 22:09:18      1/600
2001:7f8:24::7b         15517       3994       7115     0 22:09:30      2/600
2001:7f8:24::9e         41549       4000       7122     0 22:09:40      4/600
2001:7f8:24::9f          6507       3972       7125     0 22:09:45      0/600
2001:7f8:24::91         61174       3992       7123     0 22:09:48      1/600
2001:7f8:24::19         31736       3994       7122     0 22:09:53      5/600
2001:7f8:24::3d         12041       4256       7125     0 22:09:53    139/600
2001:7f8:24::b5          7713       5452       7078     0 22:09:57    171/600
2001:7f8:24::54         20932       3995       7123     0 22:10:11      3/600
2001:7f8:24::69         13237       4915       6814     0 22:10:18    211/600
2001:7f8:24::79         41549       4001       7145     0 22:10:18      4/600
2001:7f8:24::56          2906       3995       6798     0 22:10:19      5/600
2001:7f8:24::49         43531       4371       7126     0 22:10:19     31/600
2001:7f8:24::55          2906       3995       6798     0 22:10:20      5/600
2001:7f8:24::74          8218       4921       6687     0 22:10:26    344/600
2001:7f8:24::cd         24482       4324       7137     0 22:10:33     28/600
2001:7f8:24::96         34288       4342       7154     0 22:10:37      2/600
2001:7f8:24::2d        198738       4316       7156     0 22:10:40      1/600
2001:7f8:24::c0         13335       4349       7142     0 22:10:47      1/600
2001:7f8:24::90         33965       4011       7145     0 22:10:50     15/600
2001:7f8:24::21         24889       4353       7155     0 22:10:41      3/600
2001:7f8:24::ae         49867       4331       7156     0 22:10:50      1/600
2001:7f8:24::14          6772       4436       7153     0 22:10:52      7/600
2001:7f8:24::bd         35054       4318       7156     0 22:10:54      1/600
2001:7f8:24::9d         20984       4339       7156     0 22:10:55      1/600
2001:7f8:24::23          6776       3996       7157     0 22:10:53      1/600
2001:7f8:24::d0          3250       3969       7159     0 22:10:56      1/600
2001:7f8:24::51         15398       3996       7159     0 22:10:57      1/600
2001:7f8:24::95         15547       3997       7156     0 22:10:57      4/600
2001:7f8:24::6e         25563       4425       7157     0 22:10:57      1/600
2001:7f8:24::b0         25375       4435       7157     0 22:10:57      2/600
2001:7f8:24::f          15623       4521       7156     0 22:10:57     12/600
2001:7f8:24::76         50837       4567       7158     0 22:10:58      2/600
2001:7f8:24::13         13250       4323       7157     0 22:10:58      1/600
2001:7f8:24::3f         31662       4427       7157     0 22:10:58      3/600
2001:7f8:24::5b         41913       4530       7149     0 22:10:58      6/600
2001:7f8:24::d9         22822       4466       6690     0 22:10:58     46/600
91.206.52.178           25435       4248     140014     0 00:25:50     72/12000
91.206.52.139           12347       6023     510838     0 23:38:27      1/12000
91.206.52.164           49237       5181    2890038     0 23:47:39      1/12000
91.206.52.71            34288      28120     106850     0 5d22h27m      7/12000
91.206.52.111          200924      25521     106884     0 5d22h28m      6/12000
2001:7f8:24::a8         25291      29021      97665     0 5d22h28m     64/600
91.206.52.94             1836      28060     106901     0 5d22h28m      0/12000
91.206.52.168           25291      28335     106818     0 5d22h28m    143/12000
2001:7f8:24::38         20940      28052      34327     0 5d22h28m      1/600
91.206.52.56            20940      28054      40883     0 5d22h28m     10/12000
2001:7f8:24::3c        202194      28209      98249     0 5d22h28m      3/600
91.206.52.136           43284      25530     106916     0 5d22h28m     13/12000
2001:7f8:24::5e          1836      28061      98258     0 5d22h28m      0/600
2001:7f8:24::af         34309      27761      98490     0 5d22h28m      8/600
91.206.52.60           202194      28210     106941     0 5d22h28m      4/12000
2001:7f8:24::66         49605      30109      98443     0 5d22h28m     13/600
2001:7f8:24::ab          3303      28260      98512     0 5d22h28m     48/600
2001:7f8:24::ca          2686      28208      98506     0 5d22h28m      9/600
91.206.52.102           49605      30103     106857     0 5d22h28m     32/12000
2001:7f8:24::24         62035      28204      98512     0 5d22h29m      1/600
2001:7f8:24::5          47147      28215      98513     0 5d22h29m      2/600
91.206.52.175           34309      28306     106465     0 5d22h29m    179/12000
2001:7f8:24::4a         15169      29988      34439     0 5d22h29m     27/600
2001:7f8:24::8c         47692      29598      97665     0 5d22h29m     18/600
91.206.52.152            8075      28207     105157     0 5d22h29m      0/12000
2001:7f8:24::d7         44444      28198      98531     0 5d22h29m      1/600
91.206.52.171            3303      28479     106949     0 5d22h29m    534/12000
2001:7f8:24::a           1764      28356      98413     0 5d22h29m    172/600
91.206.52.36            62035      28204     106953     0 5d22h29m      1/12000
91.206.52.5             47147      28216     106952     0 5d22h29m      3/12000
2001:7f8:24::3e         42336      28214      98530     0 5d22h29m      0/600
91.206.52.74            15169      48138      30415     0 5d22h29m    177/12000
91.206.52.140           47692      29659     106015     0 5d22h29m     76/12000
91.206.52.215           44444      28198     106980     0 5d22h29m      1/12000
91.206.52.202            2686      28205     106987     0 5d22h29m     13/12000
91.206.52.10             1764      28680     104918     0 5d22h29m    778/12000
91.206.52.191           33891      28067     106935     0 5d22h29m      0/12000
91.206.52.62            42336      28217     106986     0 5d22h29m      6/12000
91.206.52.137            9009      25652     106996     0 5d22h29m     15/12000
91.206.52.153           13101      25666     106994     0 5d22h29m     41/12000
91.206.52.155           12387      25669     106871     0 5d22h29m     39/12000
91.206.52.197           51873      25650     107005     0 5d22h29m      4/12000
2001:7f8:24::6f        200924      25523      98537     0 5d22h29m      5/600
91.206.52.124           61174      25679     107015     0 5d22h29m      5/12000
2001:7f8:24::ac          8220      25708      97162     0 5d22h29m     80/600
2001:7f8:24::7c         61174      25648      98540     0 5d22h29m      1/600
91.206.52.22            15576      34362     114387     0 5d22h29m    176/12000
2001:7f8:24::9b         12387      25655      98542     0 5d22h29m      7/600
91.206.52.95            15517      25652     107065     0 5d22h29m      5/12000
2001:7f8:24::16         15576      34271     104990     0 5d22h29m     46/600
2001:7f8:24::5d         16265      25655      35639     0 5d22h29m     49/600
91.206.52.93            16265      25648      42747     0 5d22h29m      0/12000
2001:7f8:24::61        201505      25650      98580     0 5d22h29m      1/600
91.206.52.97           201505      25650     107074     0 5d22h29m      1/12000
2001:7f8:24::c7        198249      25648      98593     0 5d22h29m      1/600
2001:7f8:24::84         30786      25546      98594     0 5d22h29m      1/600
91.206.52.133           39063      25651     107079     0 5d22h29m      1/12000
91.206.52.42            57581      25599     107076     0 5d22h29m      2/12000
2001:7f8:24::29         60390      29327      98595     0 5d22h29m      0/600
91.206.52.199          198249      25650     107084     0 5d22h29m      4/12000
2001:7f8:24::85         39063      25651      98593     0 5d22h29m      1/600
2001:7f8:24::b4         64463      25608      98593     0 5d22h29m      2/600
91.206.52.24             3856      25652     107076     0 5d22h29m      1/12000
91.206.52.132           30786      25546     107076     0 5d22h29m      1/12000
91.206.52.194           51768      25654     107074     0 5d22h29m      1/12000
91.206.52.104           42085      25650     107044     0 5d22h29m      1/12000
91.206.52.180           64463      25608     107075     0 5d22h29m      3/12000
2001:7f8:24::18          3856      25652      98595     0 5d22h29m      1/600
2001:7f8:24::88         43284      25527      98592     0 5d22h29m      3/600
91.206.52.68            12307      25670     158371     0 5d05h03m      2/12000
2001:7f8:24::44         12307      25670     144320     0 5d05h03m      2/600
91.206.52.148           57118      25675     107077     0 5d22h29m      4/12000
91.206.52.101           57118      25666     107075     0 5d22h29m      8/12000
2001:7f8:24::94         57118      25672      98591     0 5d22h29m      4/600
2001:7f8:24::65         57118      25666      98592     0 5d22h29m      8/600
91.206.52.90            59414      25669     107079     0 5d22h29m     12/12000
2001:7f8:24::5a         59414      25668      98595     0 5d22h29m      5/600
91.206.52.109          198385      27104     107071     0 5d22h29m     19/12000
91.206.52.183           29668      25653     107079     0 5d22h29m      3/12000
2001:7f8:24::da        199811      29301      98598     0 5d22h29m      1/600
2001:7f8:24::83         25581      29944      98599     0 5d22h29m      1/600
91.206.52.216          202032      29303     119818     0 5d07h59m      1/12000
91.206.52.135          198288      29323     107079     0 5d22h29m      5/12000
2001:7f8:24::d8        202032      29344     110044     0 5d07h59m      1/600
2001:7f8:24::41         51395      28048      98567     0 5d22h29m     36/600
91.206.52.51            12553      29311     107079     0 5d22h29m      1/12000
2001:7f8:24::78         42760      29319      98599     0 5d22h29m      1/600
91.206.52.27            31662      28321     107074     0 5d22h30m     12/12000
2001:7f8:24::1b         31662      28324      98600     0 5d22h30m      3/600
2001:7f8:24::62         59761      29292      98599     0 5d22h30m      1/600
2001:7f8:24::87        198288      29305      98599     0 5d22h30m      3/600
91.206.52.57            51184      29244     107081     0 5d22h30m      9/12000
91.206.52.161          204631      29285     107081     0 5d22h30m      3/12000
91.206.52.8             20634      28462     107082     0 5d22h30m     15/12000
2001:7f8:24::6c        197964      30037      98617     0 5d22h30m      2/600
91.206.52.58            29075      29198     106801     0 5d22h30m    385/12000
91.206.52.131           25581      29982     107083     0 5d22h30m      3/12000
2001:7f8:24::34        206492      53979     120156     0 5d22h30m      1/600
2001:7f8:24::8          20634      28462      98602     0 5d22h30m      4/600
91.206.52.120           42760      29312     107083     0 5d22h30m      5/12000
91.206.52.117           25091      27931     106983     0 5d22h30m    113/12000
2001:7f8:24::6d        198385      25413     100313     0 23:35:10      7/600
2001:7f8:24::39         51184      29244      98630     0 5d22h30m      5/600
2001:7f8:24::2b         35223      25091      98666     0 5d22h30m      1/600
91.206.52.141           59891      29195     107104     0 5d22h30m      9/12000
91.206.52.179           49983      53881     131170     0 5d22h30m      4/12000
2001:7f8:24::7f         20612      27714      98713     0 5d22h30m      2/600
2001:7f8:24::82         58299      29267      98770     0 5d22h30m      4/600
2001:7f8:24::c5         51873      25653      98781     0 5d22h30m      2/600
2001:7f8:24::63          5385      25666      98665     0 5d22h30m      5/600
91.206.52.108          197964      30034     107161     0 5d22h30m      2/12000
91.206.52.209           29545      29361     106862     0 5d22h30m     23/12000
91.206.52.163            8453      27712     107183     0 5d22h30m      2/12000
91.206.52.39            47176      27721     106884     0 5d22h30m     31/12000
2001:7f8:24::26         59890      27837      98699     0 5d22h30m      1/600
91.206.52.38            59890      27710     106912     0 5d22h30m      5/12000
91.206.52.54            34554      33399     107195     0 5d22h30m      6/12000
91.206.52.134          203340      28300     107256     0 5d22h30m      1/12000
91.206.52.214           62512      25651     107256     0 5d22h30m      2/12000
2001:7f8:24::3b         12333      27688      98823     0 5d22h30m      1/600
91.206.52.169          200759     170927     251861     0 5d22h30m      4/12000
2001:7f8:24::a9        200759     170927     240422     0 5d22h30m      1/600
2001:7f8:24::d6         62512      25651      98837     0 5d22h30m      2/600
2001:7f8:24::b8         20984      27807      98836     0 5d22h30m      1/600
91.206.52.113          205073      27725     107274     0 5d22h30m      4/12000
2001:7f8:24::86        203340      28298      98846     0 5d22h30m      1/600
91.206.52.48            34578      27721     107277     0 5d22h30m      2/12000
91.206.52.65            51395      28052     106838     0 5d22h30m     28/12000
91.206.52.154           51262      29271     107297     0 5d22h30m      2/12000
2001:7f8:24::12          9100      27992      98873     0 5d22h30m      2/600
91.206.52.130           58299      29295     107321     0 5d22h30m     29/12000
91.206.52.52           206492      53853     131392     0 5d22h30m      2/12000
2001:7f8:24::ba         29222      27707      98889     0 5d22h30m      5/600
2001:7f8:24::b3         49983      53907     120457     0 5d22h30m      1/600
2001:7f8:24::30         34578      27723      98906     0 5d22h30m      1/600
91.206.52.44            16242      27720     107359     0 5d22h30m     13/12000
2001:7f8:24::d1         29545      29319      98796     0 5d22h30m      1/600
2001:7f8:24::99         13101      25651      98919     0 5d22h30m      4/600
2001:7f8:24::2e         33845      27706      98926     0 5d22h30m      1/600
2001:7f8:24::33         12553      29318      98950     0 5d22h30m      1/600
2001:7f8:24::fe         25152      29307      98957     0 5d22h30m      1/600
91.206.52.218          199811      29313     107470     0 5d22h30m      4/12000
2001:7f8:24::75         25091      27757      98932     0 5d22h30m     29/600
2001:7f8:24::a3          8453      27963      98959     0 5d22h30m      8/600
2001:7f8:24::3a         29075      27820      98874     0 5d22h30m     85/600
91.206.52.46            33845      27710     107535     0 5d22h30m      5/12000
2001:7f8:24::7d        206616      53904     120513     0 5d22h30m      1/600
91.206.52.125          206616      53898     131579     0 5d22h30m      1/12000
2001:7f8:24::5f         15517      25654      98952     0 5d22h30m      2/600
2001:7f8:24::28         48362      27715      98959     0 5d22h30m      4/600
91.206.52.40            48362      27709     107535     0 5d22h30m     14/12000
91.206.52.30            28875      29283     107558     0 5d22h30m      1/12000
91.206.52.3             13030      28449     107493     0 5d22h30m      0/12000
91.206.52.210           61287      28478     108563     0 23:35:02      5/12000
91.206.52.28            29655      28479     107554     0 5d22h30m     15/12000
2001:7f8:24::17          8302      28460      98967     0 5d22h30m      7/600
91.206.52.126           20612      27714     107559     0 5d22h30m      4/12000
2001:7f8:24::9          29691      28534      98918     0 5d22h30m     24/600
2001:7f8:24::d2         61287      28460      98955     0 5d22h30m      4/600
91.206.52.13            41872      28462     107560     0 5d22h30m     15/12000
91.206.52.165           48885      28456     107562     0 5d22h30m      9/12000
2001:7f8:24::a7         49489      28454      98976     0 5d22h30m      1/600
91.206.52.59            12333      27710     107564     0 5d22h30m      7/12000
91.206.52.184           20984      27714     107567     0 5d22h30m      2/12000
91.206.52.2              8758      28476     107548     0 5d22h30m     54/12000
2001:7f8:24::8d         59891      29232      98976     0 5d22h30m     19/600
2001:7f8:24::b9         59622      38236      98912     0 5d22h30m      9/600
2001:7f8:24::47         34288      28127      98975     0 5d22h30m      2/600
91.206.52.14             9044      28559     107338     0 5d22h30m     46/12000
2001:7f8:24::37         15623      28446      98974     0 5d22h30m     12/600
2001:7f8:24::a5         48885      28459      98978     0 5d22h30m      1/600
2001:7f8:24::1e         28875      29323      98980     0 5d22h30m      1/600
91.206.52.75             8302      28485     107550     0 5d22h30m      8/12000
91.206.52.167           49489      28424     107577     0 5d22h30m      2/12000
2001:7f8:24::d5         29691      28501      98918     0 5d22h30m     24/600
91.206.52.172            8220      25923     105517     0 5d22h30m    551/12000
2001:7f8:24::1c         29655      39914      98942     0 5d22h30m      6/600
2001:7f8:24::d3         61287      28449      98957     0 5d22h30m      4/600
91.206.52.213           29691      28487     107546     0 5d22h30m     42/12000
2001:7f8:24::c             42      28207      98974     0 5d22h30m     52/600
91.206.52.12               42      27733     107575     0 5d22h30m     57/12000
91.206.52.23             8302      28465     107564     0 5d22h30m      8/12000
2001:7f8:24::4b          8302      28448      98973     0 5d22h30m      7/600
91.206.52.254           25152      29305     107583     0 5d22h30m      1/12000
91.206.52.211           61287      28448     107517     0 5d22h30m      5/12000
91.206.52.185           59622      28462     107577     0 5d22h30m      1/12000
91.206.52.99             5385      25676     107249     0 5d22h30m     29/12000
91.206.52.9             29691      28500     107548     0 5d22h30m     42/12000
91.206.52.55            15623      28457     107559     0 5d22h30m     54/12000
2001:7f8:24::2           8758      28494      98948     0 5d22h30m     18/600
91.206.52.98            59761      29286     107584     0 5d22h30m      2/12000
91.206.52.187          197439      27688     107583     0 5d22h30m      1/12000
2001:7f8:24::bb        197439      27714      98979     0 5d22h30m      1/600
2001:7f8:24::89          9009      25654      98979     0 5d22h30m      3/600
2001:7f8:24::11         31424      51218      98925     0 5d22h30m     16/600
91.206.52.186           29222      27712     107581     0 5d22h30m     10/12000
2001:7f8:24::36         34554      33395      98965     0 5d22h30m      1/600
91.206.52.127           20612      27712     107581     0 5d22h30m      4/12000
91.206.52.18             9100      29752     107583     0 5d22h30m     13/12000
91.206.52.106          203969      28705     107583     0 5d22h30m      2/12000
2001:7f8:24::7e         20612      27704      98977     0 5d22h30m      2/600
91.206.52.6              8758      28105     107566     0 5d22h30m     54/12000
91.206.52.17            31424      40191     107526     0 5d22h30m     37/12000
2001:7f8:24::27         47176      28085      98962     0 5d22h30m      6/600
2001:7f8:24::/64            0          0          0     0 Never    Template
2001:7f8:24::bf         33891     108409      97755     0 5d22h29m   1018/2500
2001:7f8:24::aa          6939      85461      28459     0 23:47:40 Idle
2001:7f8:24::8f          9002      35698      93510     0 5d22h28m   1446/2000
91.206.52.0/23              0          0          0     0 Never    Template
91.206.52.142            3216        143     131237     0 00:57:27 Active
91.206.52.170            6939      85223      35112     0 23:47:41 Idle

success.
